FIPS State Code|FIPS County Code|County Name|State|CBSA Number|One-Unit Limit|Two-Unit Limit|Three-Unit Limit|Four-Unit Limit
01|001|AUTAUGA|AL|33860|484350|620200|749650|931600
01|003|BALDWIN|AL|19300|484350|620200|749650|931600
01|005|BARBOUR|AL|21640|484350|620200|749650|931600
01|007|BIBB|AL|13820|484350|620200|749650|931600
01|009|BLOUNT|AL|13820|484350|620200|749650|931600
01|011|BULLOCK|AL||484350|620200|749650|931600
01|013|BUTLER|AL||484350|620200|749650|931600
01|015|CALHOUN|AL|11500|484350|620200|749650|931600
01|017|CHAMBERS|AL|46740|484350|620200|749650|931600
01|019|CHEROKEE|AL||484350|620200|749650|931600
01|021|CHILTON|AL|13820|484350|620200|749650|931600
01|023|CHOCTAW|AL||484350|620200|749650|931600
01|025|CLARKE|AL||484350|620200|749650|931600
01|027|CLAY|AL||484350|620200|749650|931600
01|029|CLEBURNE|AL||484350|620200|749650|931600
01|031|COFFEE|AL|21460|484350|620200|749650|931600
01|033|COLBERT|AL|22520|484350|620200|749650|931600
01|035|CONECUH|AL||484350|620200|749650|931600
01|037|COOSA|AL|45180|484350|620200|749650|931600
01|039|COVINGTON|AL||484350|620200|749650|931600
01|041|CRENSHAW|AL||484350|620200|749650|931600
01|043|CULLMAN|AL|18980|484350|620200|749650|931600
01|045|DALE|AL|37120|484350|620200|749650|931600
01|047|DALLAS|AL|42820|484350|620200|749650|931600
01|049|DEKALB|AL|22840|484350|620200|749650|931600
01|051|ELMORE|AL|33860|484350|620200|749650|931600
01|053|ESCAMBIA|AL|12120|484350|620200|749650|931600
01|055|ETOWAH|AL|23460|484350|620200|749650|931600
01|057|FAYETTE|AL||484350|620200|749650|931600
01|059|FRANKLIN|AL||484350|620200|749650|931600
01|061|GENEVA|AL|20020|484350|620200|749650|931600
01|063|GREENE|AL||484350|620200|749650|931600
01|065|HALE|AL|46220|484350|620200|749650|931600
01|067|HENRY|AL|20020|484350|620200|749650|931600
01|069|HOUSTON|AL|20020|484350|620200|749650|931600
01|071|JACKSON|AL|42460|484350|620200|749650|931600
01|073|JEFFERSON|AL|13820|484350|620200|749650|931600
01|075|LAMAR|AL||484350|620200|749650|931600
01|077|LAUDERDALE|AL|22520|484350|620200|749650|931600
01|079|LAWRENCE|AL|19460|484350|620200|749650|931600
01|081|LEE|AL|12220|484350|620200|749650|931600
01|083|LIMESTONE|AL|26620|484350|620200|749650|931600
01|085|LOWNDES|AL|33860|484350|620200|749650|931600
01|087|MACON|AL||484350|620200|749650|931600
01|089|MADISON|AL|26620|484350|620200|749650|931600
01|091|MARENGO|AL||484350|620200|749650|931600
01|093|MARION|AL||484350|620200|749650|931600
01|095|MARSHALL|AL|10700|484350|620200|749650|931600
01|097|MOBILE|AL|33660|484350|620200|749650|931600
01|099|MONROE|AL||484350|620200|749650|931600
01|101|MONTGOMERY|AL|33860|484350|620200|749650|931600
01|103|MORGAN|AL|19460|484350|620200|749650|931600
01|105|PERRY|AL||484350|620200|749650|931600
01|107|PICKENS|AL|46220|484350|620200|749650|931600
01|109|PIKE|AL|45980|484350|620200|749650|931600
01|111|RANDOLPH|AL||484350|620200|749650|931600
01|113|RUSSELL|AL|17980|484350|620200|749650|931600
01|115|ST.CLAIR|AL|13820|484350|620200|749650|931600
01|117|SHELBY|AL|13820|484350|620200|749650|931600
01|119|SUMTER|AL||484350|620200|749650|931600
01|121|TALLADEGA|AL|45180|484350|620200|749650|931600
01|123|TALLAPOOSA|AL|10760|484350|620200|749650|931600
01|125|TUSCALOOSA|AL|46220|484350|620200|749650|931600
01|127|WALKER|AL|13820|484350|620200|749650|931600
01|129|WASHINGTON|AL||484350|620200|749650|931600
01|131|WILCOX|AL||484350|620200|749650|931600
01|133|WINSTON|AL||484350|620200|749650|931600
02|013|ALEUTIANSEAST|AK||726525|930300|1124475|1397400
02|016|ALEUTIANSWEST|AK||726525|930300|1124475|1397400
02|020|ANCHORAGE|AK|11260|726525|930300|1124475|1397400
02|050|BETHEL|AK||726525|930300|1124475|1397400
02|060|BRISTOLBAY|AK||726525|930300|1124475|1397400
02|068|DENALI|AK||726525|930300|1124475|1397400
02|070|DILLINGHAM|AK||726525|930300|1124475|1397400
02|090|FAIRBANKSNORTH|AK|21820|726525|930300|1124475|1397400
02|100|HAINES|AK||726525|930300|1124475|1397400
02|105|HOONAH-ANGOONC|AK||726525|930300|1124475|1397400
02|110|JUNEAU|AK|27940|726525|930300|1124475|1397400
02|122|KENAIPENINSULA|AK||726525|930300|1124475|1397400
02|130|KETCHIKANGATEW|AK|28540|726525|930300|1124475|1397400
02|150|KODIAKISLAND|AK||726525|930300|1124475|1397400
02|158|KUSILVAKCENSUSAREA|AK||726525|930300|1124475|1397400
02|164|LAKEANDPENINS|AK||726525|930300|1124475|1397400
02|170|MATANUSKA-SUSIT|AK|11260|726525|930300|1124475|1397400
02|180|NOME|AK||726525|930300|1124475|1397400
02|185|NORTHSLOPE|AK||726525|930300|1124475|1397400
02|188|NORTHWESTARCTI|AK||726525|930300|1124475|1397400
02|195|PETERSBURGCENS|AK||726525|930300|1124475|1397400
02|198|PRINCEOFWALES|AK||726525|930300|1124475|1397400
02|220|SITKA|AK||726525|930300|1124475|1397400
02|230|SKAGWAYMUNICIP|AK||726525|930300|1124475|1397400
02|240|SOUTHEASTFAIRB|AK||726525|930300|1124475|1397400
02|261|VALDEZ-CORDOVA|AK||726525|930300|1124475|1397400
02|275|WRANGELLCITYA|AK||726525|930300|1124475|1397400
02|282|YAKUTATCITY|AK||726525|930300|1124475|1397400
02|290|YUKON-KOYUKUK|AK||726525|930300|1124475|1397400
04|001|APACHE|AZ||484350|620200|749650|931600
